"Order","Desc","Mile","DTN","DTP","NW","Elev","LPL","HPL","Comment","Link","index","Type","Other"
"23","Appalachian Trl","61.3","0.9","0.2","","3730","3730","3750","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Appalachian-Trl/34.825/-83.656/3","2","W",""
"24","Blue Ridge Swag","62.2","0.9","0.9","","3480","3479","3772","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Blue-Ridge-Swag/34.836/-83.660/3","2","W","X"
"25","Round Top","63.1","0.4","0.9","","3779","3467","3779","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Round-Top/34.848/-83.662/3","2","W",""
"26","Sassafras Gap","63.5","0.8","0.4","","3533","3530","3805","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Sassafras-Gap/34.853/-83.661/3","2","W",""
"27","Addis Gap","64.3","0.1","0.8","","3333","3333","3694","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Addis-Gap/34.863/-83.656/3","2","W",""
"28","Wildcat Rd","64.4","0.4","0.1","","3333","3333","3333","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Wildcat-Rd/34.863/-83.656/3","2","W",""
"29","Appalachian Trl","64.8","0.6","0.4","","3612","3330","3612","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Appalachian-Trl/34.868/-83.657/3","2","W","X"
"30","Appalachian Trl","65.4","0.3","0.6","","4133","3612","4143","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Appalachian-Trl/34.876/-83.655/3","2","W","X"
"31","Dismal Gap","65.7","0.1","0.3","","3910","3912","4133","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Dismal-Gap/34.880/-83.652/3","2","W","X"
"32","Appalachian Trl","65.8","0.1","0.1","","3887","3881","3910","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Appalachian-Trl/34.881/-83.652/3","2","W",""
"33","Dismal Knob","65.9","0.3","0.1","","3841","3841","3887","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Dismal-Knob/34.881/-83.650/3","2","W","X"
"34","Deep Gap","66.2","0.1","0.3","","3579","3576","3854","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Deep-Gap/34.882/-83.646/3","2","W",""
"35","Deep Gap","66.3","0.3","0.1","","3553","3553","3579","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Deep-Gap/34.885/-83.648/3","2","W","S"
"36","Appalachian Trl","66.6","0.0","0.3","","3799","3795","3799","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Appalachian-Trl/34.889/-83.645/3","2","W",""
"37","Whiteoak Stomp","66.6","","","","","","","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Whiteoak-Stomp/34.889/-83.644/3","2","W","X"
"38","Wolfstake Knob","66.7","0.2","0.1","","3812","3799","3832","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Wolfstake-Knob/34.891/-83.646/3","2","W","X"
"39","Appalachian Trl","66.9","0.0","0.2","","3759","3740","3822","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Appalachian-Trl/34.892/-83.642/3","2","W",""
"40","Appalachian Trl","66.9","","","","","","","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Appalachian-Trl/34.892/-83.642/3","2","W","X"
"41","Appalachian Trl","67.0","0.2","0.1","","3818","3759","3828","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Appalachian-Trl/34.893/-83.639/3","2","W","X"
"42","Appalachian Trl","67.2","0.2","0.2","","3877","3815","3887","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Appalachian-Trl/34.893/-83.636/3","2","W","X"
"43","McClure Gap","67.4","0.1","0.2","","3769","3769","3887","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/McClure-Gap/34.894/-83.634/3","2","W","X"
"44","Powell Mountain","67.5","0.1","0.1","","3812","3753","3828","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Powell-Mountain/34.895/-83.631/3","2","W",""
"45","Appalachian Trl","67.6","0.4","0.1","","3759","3759","3832","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Appalachian-Trl/34.892/-83.630/3","2","W",""
"46","Rabun","68.0","0.3","0.4","","3628","3608","3759","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Rabun/34.894/-83.628/3","2","W","X"
"47","Appalachian Trl","68.3","0.3","0.3","","3349","3333","3628","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Appalachian-Trl/34.898/-83.628/3","2","W",""
"48","Moreland Gap","68.6","0.8","0.3","","3067","3067","3349","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Moreland-Gap/34.902/-83.629/3","2","W",""
"49","Dicks Creek","69.4","0.1","0.8","","2857","2857","3077","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Dicks-Creek/34.908/-83.622/3","2","W",""
"50","Appalachian Trl","69.4","","","","","","","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Appalachian-Trl/34.909/-83.621/3","2","W",""
"51","Towns","69.5","0.3","0.0","","2782","","","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Towns/34.909/-83.621/3","2","W",""
"52","Dicks Creek Gap","69.8","1.8","0.0","","2647","2641","2798","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Dicks-Creek-Gap/34.912/-83.619/3","2","W","X"
"53","State Rte 2","69.8","","","","","","","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/State-Rte-2/34.912/-83.619/3","2","W","X"
"54","Dicks Creek Gap","69.8","","","","","","","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Dicks-Creek-Gap/34.912/-83.619/3","2","W","X"
"55","Cowart Gap","71.6","0.1","1.8","","2883","2660","3254","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Cowart-Gap/34.917/-83.596/3","2","W","X"
"56","Mr Bert Rd","71.7","1.3","0.1","","2890","2883","2891","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Mr-Bert-Rd/34.917/-83.596/3","2","W",""
"57","Buzzard Knob","73.0","0.2","1.3","","3671","2891","3669","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Buzzard-Knob/34.933/-83.602/3","2","W","X"
"58","Bull Gap","73.2","0.2","0.2","","3546","3543","3677","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Bull-Gap/34.935/-83.602/3","2","W",""
"59","Appalachian Trl","73.4","1.0","0.2","","3658","3523","3671","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Appalachian-Trl/34.939/-83.602/3","2","W",""
"60","Plumorchard Gap","74.4","0.1","1.0","","3106","3107","3677","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Plumorchard-Gap/34.946/-83.591/3","2","W","X"
"61","Plumorchard Gap","74.5","0.7","0.1","","3152","3090","3142","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Plumorchard-Gap/34.946/-83.588/3","2","W",""
"62","As Knob","75.2","0.5","0.7","","3385","3152","3435","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/As-Knob/34.954/-83.593/3","2","W","S"
"63","Blue Ridge Gap","75.2","","","","","","","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Blue-Ridge-Gap/34.959/-83.596/3","2","W",""
"64","Charlies Creek Rd","75.7","0.9","0.0","","3015","3015","3032","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Charlies-Creek-Rd/34.959/-83.596/3","2","W",""
"65","Southern Nantahala Wilderness","75.7","","","","","","","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Southern-Nantahala-Wilde/34.959/-83.597/3","2","W","X"
"66","Blue Ridge Gap","75.7","","","","","","","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Blue-Ridge-Gap/34.959/-83.596/3","2","W","X"
"67","Appalachian Trl","75.7","","","","","","","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Appalachian-Trl/34.967/-83.595/3","2","W","X"
"68","Chattahoochee-Oconee National Forests","75.7","","","","","","","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Chattahoochee-Oconee-Nat/34.967/-83.594/3","2","W","X"
"69","Southern Nantahala Wilderness","75.7","","","","","","","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Southern-Nantahala-Wilde/34.967/-83.594/3","2","W","X"
"70","Towns","76.6","0.3","0.0","","3379","3379","3379","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Towns/34.967/-83.594/3","2","W","X"
"71","Georgia","76.6","","","","","","","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Georgia/34.967/-83.594/3","2","W",""
"72","Rich Cove Gap","76.9","0.1","0.3","","3421","3353","3421","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Rich-Cove-Gap/34.970/-83.593/3","2","W",""
"73","Rocky Knob","77.0","1.7","0.1","","3507","3379","3513","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Rocky-Knob/34.972/-83.595/3","2","W",""
"74","National Forests in North Carolina","77.0","","","","","","","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/National-Forests-in-Nort/34.992/-83.600/3","2","W",""
"75","Clay","77.0","","","","","","","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Clay/34.992/-83.600/3","2","W",""
"76","North Carolina","78.7","0.1","0.0","","3818","3817","3817","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/North-Carolina/34.992/-83.600/3","2","W",""
"77","Appalachian Trl","78.8","0.1","0.1","","3789","3789","3868","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Appalachian-Trl/34.994/-83.600/3","2","W",""
"78","Bly Gap","78.9","0.4","0.1","","3782","3782","3789","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Bly-Gap/34.994/-83.600/3","2","W","X"
"79","Sharp Top","79.3","0.9","0.4","","4271","3782","4271","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Sharp-Top/34.996/-83.594/3","2","W",""
"80","Courthouse Bald","80.2","0.6","0.9","","4642","4169","4648","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Courthouse-Bald/35.003/-83.584/3","2","W",""
"81","Sassafras Gap","80.8","0.9","0.6","","4274","4265","4642","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Sassafras-Gap/35.010/-83.583/3","2","W",""
"82","Muskrat Creek","81.7","0.4","0.9","","4563","4261","4662","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Muskrat-Creek/35.021/-83.582/3","2","W",""
"83","Whiteoak Stamp","82.1","1.5","0.4","","4543","4543","4586","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Whiteoak-Stamp/35.025/-83.579/3","2","W","S"
"84","Wateroak Gap","83.6","1.0","1.5","","4461","4458","4694","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Wateroak-Gap/35.037/-83.561/3","2","W",""
"85","Macon","84.6","0.3","1.0","","4835","4458","4849","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Macon/35.049/-83.564/3","2","W",""
"86","Yellow Mountain","84.9","0.8","0.3","","4753","4753","4839","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Yellow-Mountain/35.046/-83.562/3","2","W",""
"87","Deep Gap","84.9","","","","","","","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Deep-Gap/35.039/-83.553/3","2","W",""
"88","National Forest Rd","85.7","0.0","0.8","","4337","4338","4338","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/National-Forest-Rd/35.039/-83.553/3","2","W",""
"89","Deep Gap","85.8","0.2","0.1","","4333","4332","4337","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Deep-Gap/35.040/-83.553/3","2","W","X"
"90","Macon","86.0","0.3","0.2","","4455","4330","4478","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Macon/35.042/-83.551/3","2","W",""
"91","Southern Nantahala Wilderness","86.3","0.4","0.3","","4580","4455","4586","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Southern-Nantahala-Wilde/35.045/-83.549/3","2","W",""
"92","Standing Indian","86.7","0.1","0.0","","4734","4580","4734","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Standing-Indian/35.042/-83.548/3","2","W",""
"93","National Forest Rd","86.7","","","","","","","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/National-Forest-Rd/35.041/-83.548/3","2","W","S X"
"94","Clay","86.8","0.4","0.1","","4780","4734","4778","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Clay/35.040/-83.548/3","2","W","S X"
"95","National Forest Rd","87.2","0.2","0.4","","4914","4780","4924","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/National-Forest-Rd/35.041/-83.543/3","2","W",""
"96","National Forest Rd","87.4","0.2","0.2","","5019","4914","5019","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/National-Forest-Rd/35.038/-83.545/3","2","W","X"
"97","National Forest Rd","87.6","3.6","0.2","","5121","5019","5101","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/National-Forest-Rd/35.039/-83.544/3","2","W","X"
"98","Beech Gap","91.2","0.7","3.6","","4438","4438","5436","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Beech-Gap/35.010/-83.526/3","2","W","X"
"99","Kilby Creek","91.9","1.0","0.7","","4471","4435","4498","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Kilby-Creek/35.006/-83.519/3","2","W",""
"100","Coleman Gap","92.9","1.1","1.0","","4209","4209","4507","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Coleman-Gap/35.005/-83.510/3","2","W",""
"101","Timber Ridge","94.0","0.4","1.1","","4648","4206","4649","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Timber-Ridge/35.003/-83.499/3","2","W",""
"102","Carter Gap (old shelter)","94.4","0.0","0.0","","4517","4517","4668","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Carter-Gap-old-shelter/35.000/-83.495/3","2","W",""
"103","Carter Gap Shelter","94.4","","","","","","","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Carter-Gap-Shelter/34.999/-83.494/3","2","W","S"
"104","Carter Gap","94.4","","","","","","","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Carter-Gap/34.999/-83.494/3","2","W","S"
"105","Southern Nantahala Wilderness","95.4","1.3","1.0","","4917","4517","4917","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Southern-Nantahala-Wilde/35.008/-83.486/3","2","W","S"
"106","Little Ridgepole Mountain","96.7","1.5","1.3","","4744","4671","4944","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Little-Ridgepole-Mountai/35.014/-83.479/3","2","W",""
"107","Betty Creek Gap","98.2","0.9","1.5","","4284","4281","4753","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Betty-Creek-Gap/35.028/-83.478/3","2","W",""
"108","Ball Creek Rd","99.1","0.3","0.9","","4491","4271","4494","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Ball-Creek-Rd/35.035/-83.470/3","2","W",""
"109","Big Butt","99.4","0.5","0.3","","4688","4491","4717","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Big-Butt/35.040/-83.473/3","2","W","X"
"110","Bearpen Gap","99.9","0.7","0.5","","4730","4688","4809","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Bearpen-Gap/35.046/-83.472/3","2","W",""
"111","Albert Mountain","100.6","0.1","0.7","","5206","4711","5206","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Albert-Mountain/35.052/-83.477/3","2","W",""
"112","Albert Mountain","100.7","0.5","0.1","","5213","5206","5219","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Albert-Mountain/35.052/-83.480/3","2","W",""
"113","Big Spring Gap Shelter","101.2","0.0","0.5","","4954","4954","5213","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Big-Spring-Gap-Shelter/35.059/-83.479/3","2","W",""
"114","Bigspring Gap","101.2","","","","","","","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Bigspring-Gap/35.058/-83.478/3","2","W","S"
"115","Pinnacle Mountain","101.3","3.1","0.1","","4963","4950","4970","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Pinnacle-Mountain/35.060/-83.477/3","2","W","S"
"116","Glassmine Gap","104.4","2.2","3.1","","4140","4124","4963","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Glassmine-Gap/35.079/-83.507/3","2","W",""
"117","Rock Gap","106.6","0.2","2.2","","3828","3839","4461","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Rock-Gap/35.091/-83.523/3","2","W",""
"118","USFS 67 (Rock Gap)","106.8","0.0","0.2","","3733","3730","3829","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/USFS-67-Rock-Gap/35.094/-83.523/3","2","W","S"
"119","Rock Gap","106.8","","","","","","","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Rock-Gap/35.094/-83.522/3","2","W",""
"120","Middle Gap","107.3","0.1","0.5","","3677","3645","3750","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Middle-Gap/35.096/-83.525/3","2","W",""
"121","Wallace Gap","107.4","0.0","0.1","","3727","3664","3727","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Wallace-Gap/35.098/-83.527/3","2","W",""
"122","Allison Creek Rd","107.4","","","","","","","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Allison-Creek-Rd/35.098/-83.527/3","2","W","X"
"123","Wallace Gap","107.4","","","","","","","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Wallace-Gap/35.098/-83.527/3","2","W","X"
"124","Winding Stair Gap","110.5","0.1","3.1","","3690","3690","4376","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Winding-Stair-Gap/35.120/-83.548/3","2","W","X"
"125","Franklin NC 28734","110.5","","","","","","","35.180000 -83.380000","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Franklin-NC-28734/35.120/-83.547/3","2","W",""
"126","Winding Stair Gap","110.6","0.0","0.1","","3684","","","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Winding-Stair-Gap/35.120/-83.547/3","2","W",""
"127","Murphy Rd","110.6","","","","","","","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Murphy-Rd/35.121/-83.547/3","2","W","R X"
